fecha,hora,co_centenario,no2_centenario,pm10_centenario,co_cordoba,no2_cordoba,pm10_cordoba,co_la_boca,no2_la_boca,pm10_la_boca
2018-07-03,4,0.27,7,15,0.25,s/d,s/d,0.16,8,13
2018-07-03,5,0.24,8,15,0.23,s/d,s/d,0.16,13,13
2018-07-03,6,0.21,11,15,0.21,s/d,s/d,0.17,19,13
2018-07-03,7,0.20,16,16,0.21,s/d,s/d,0.19,22,14
2018-07-03,8,0.25,21,16,0.27,s/d,s/d,0.22,23,14
2018-07-03,9,0.30,22,16,0.30,s/d,s/d,0.25,26,14
2018-07-03,10,0.36,24,16,0.35,s/d,s/d,0.29,28,14
2018-07-03,11,0.43,27,17,0.40,s/d,s/d,0.33,31,15
2018-07-03,12,0.49,27,18,0.44,s/d,s/d,0.36,23,17
2018-07-03,13,0.51,19,19,0.49,s/d,s/d,0.37,17,18
2018-07-03,14,0.53,16,19,0.55,s/d,s/d,0.37,15,19
2018-07-03,15,0.53,16,19,0.57,s/d,s/d,0.37,14,19
2018-07-03,16,0.50,15,19,0.52,s/d,s/d,0.36,16,20
2018-07-03,17,0.49,16,20,0.51,s/d,s/d,0.33,19,21
2018-07-03,18,0.46,21,21,0.49,s/d,s/d,0.31,24,21
2018-07-03,19,0.43,23,21,0.46,s/d,s/d,0.29,26,22
2018-07-03,20,0.41,27,21,0.44,s/d,s/d,0.29,35,22
2018-07-03,21,0.44,28,21,0.41,s/d,s/d,0.29,32,23
2018-07-03,22,0.46,28,21,0.37,s/d,s/d,0.31,36,23
2018-07-03,23,0.47,29,22,0.35,s/d,s/d,0.33,34,24
2018-07-03,24,0.50,29,23,0.33,s/d,s/d,0.34,33,24
2018-07-04,1,0.48,27,24,0.32,s/d,s/d,0.36,31,24
2018-07-04,2,0.47,24,25,0.31,s/d,s/d,0.38,28,25
2018-07-04,3,0.46,22,26,0.28,s/d,s/d,0.39,30,26
2018-07-04,4,0.43,20,27,0.26,s/d,s/d,0.37,16,s/d
2018-07-04,5,0.39,11,27,0.23,s/d,s/d,0.36,16,s/d
2018-07-04,6,0.35,14,27,0.21,s/d,s/d,0.36,21,s/d
2018-07-04,7,0.33,26,27,0.21,s/d,s/d,0.36,30,s/d
2018-07-04,8,0.32,29,28,0.22,s/d,s/d,0.36,27,s/d
2018-07-04,9,0.35,30,28,0.23,s/d,s/d,0.38,38,s/d
2018-07-04,10,0.38,31,29,0.24,s/d,s/d,0.39,31,s/d
2018-07-04,11,0.42,29,29,0.25,s/d,s/d,0.39,33,s/d
2018-07-04,12,0.43,23,28,0.27,s/d,s/d,0.41,33,s/d
2018-07-04,13,0.45,19,27,0.27,s/d,s/d,0.43,26,s/d
2018-07-04,14,0.47,19,27,0.28,s/d,s/d,0.43,22,s/d
2018-07-04,15,0.48,19,27,0.28,s/d,s/d,0.43,24,s/d
2018-07-04,16,0.48,23,27,0.26,s/d,s/d,0.43,28,s/d
2018-07-04,17,0.50,23,28,0.25,s/d,s/d,0.42,30,s/d
2018-07-04,18,0.48,21,28,0.24,s/d,s/d,0.43,35,s/d
2018-07-04,19,0.47,22,28,0.25,s/d,s/d,0.45,32,s/d
2018-07-04,20,0.49,24,28,0.25,s/d,s/d,0.47,32,s/d
2018-07-04,21,0.51,23,27,0.27,s/d,s/d,0.47,30,s/d
2018-07-04,22,0.52,20,28,0.27,s/d,s/d,0.47,28,s/d
2018-07-04,23,0.52,19,27,0.27,s/d,s/d,0.47,21,s/d
2018-07-04,24,0.51,22,26,0.25,s/d,s/d,0.46,23,s/d
2018-07-05,1,0.46,21,25,0.24,s/d,s/d,0.44,17,s/d
2018-07-05,2,0.43,11,24,0.22,s/d,s/d,0.40,12,s/d
2018-07-05,3,0.40,9,23,0.20,s/d,s/d,0.35,13,s/d
2018-07-05,4,0.36,8,23,0.18,s/d,s/d,0.32,14,s/d
2018-07-05,5,0.32,7,22,0.16,s/d,s/d,0.30,13,s/d
2018-07-05,6,0.30,9,22,0.14,s/d,s/d,0.29,21,s/d
2018-07-05,7,0.29,14,22,0.14,s/d,s/d,0.30,31,s/d
2018-07-05,8,0.30,18,22,0.15,s/d,s/d,0.30,28,s/d
2018-07-05,9,0.32,23,22,0.16,s/d,s/d,0.34,34,s/d
2018-07-05,10,0.35,22,21,0.17,s/d,11,0.36,37,s/d
2018-07-05,11,0.38,22,20,0.19,s/d,11,0.37,28,s/d
2018-07-05,12,0.40,18,20,0.21,s/d,12,0.37,23,s/d
2018-07-05,13,0.42,16,20,0.23,s/d,12,0.35,30,s/d
2018-07-05,14,0.43,16,20,0.24,s/d,12,0.34,25,s/d
2018-07-05,15,0.44,16,22,0.24,s/d,13,0.35,31,s/d
2018-07-05,16,0.44,14,22,0.25,s/d,14,0.36,21,s/d
2018-07-05,17,0.42,18,21,0.25,s/d,15,0.34,22,s/d
2018-07-05,18,0.42,22,21,0.26,s/d,16,0.35,26,s/d
2018-07-05,19,0.42,23,21,0.26,s/d,17,0.38,23,s/d
2018-07-05,20,0.43,23,20,0.26,s/d,18,0.40,23,s/d
2018-07-05,21,0.44,22,20,0.25,s/d,18,0.43,19,s/d
2018-07-05,22,0.46,21,20,0.25,s/d,19,0.44,22,s/d
2018-07-05,23,0.46,17,20,0.24,s/d,19,0.42,19,s/d
2018-07-05,24,0.45,13,19,0.23,s/d,20,0.40,28,s/d
2018-07-06,1,0.44,9,19,0.22,s/d,21,0.39,51,s/d
2018-07-06,2,0.43,7,19,0.21,s/d,21,0.36,52,s/d
2018-07-06,3,0.40,6,19,0.19,s/d,21,0.33,41,s/d
2018-07-06,4,0.37,5,19,0.17,s/d,21,0.30,32,s/d
2018-07-06,5,0.34,6,19,0.15,s/d,21,0.28,32,s/d
2018-07-06,6,0.31,8,19,0.14,s/d,21,0.27,43,s/d
2018-07-06,7,0.30,12,19,0.14,s/d,21,0.26,51,s/d
2018-07-06,8,0.30,17,18,0.14,s/d,21,0.27,63,s/d
2018-07-06,9,0.31,19,18,0.15,s/d,20,0.27,53,s/d
2018-07-06,10,0.32,18,17,0.15,s/d,19,0.27,92,s/d
2018-07-06,11,0.33,17,17,0.16,s/d,20,0.27,63,16
2018-07-06,12,0.36,17,17,0.18,s/d,19,0.29,59,17
2018-07-07,13,0.45,16,14,0.18,s/d,16,0.41,15,14
2018-07-07,14,0.46,19,13,0.19,s/d,15,0.42,22,13
2018-07-07,15,0.49,19,12,0.21,s/d,15,0.42,24,12
2018-07-07,16,0.50,18,12,0.22,s/d,15,0.40,19,11
2018-07-07,17,0.51,16,11,0.24,s/d,14,0.39,18,10
2018-07-07,18,0.52,16,11,0.26,s/d,14,0.39,16,9
2018-07-07,19,0.53,16,10,0.28,s/d,13,0.39,19,9
2018-07-07,20,0.55,18,10,0.31,s/d,13,0.38,20,9
2018-07-07,21,0.56,17,9,0.33,s/d,12,0.38,19,8
2018-07-07,22,0.56,17,9,0.33,s/d,13,0.36,20,8
2018-07-07,23,0.55,16,8,0.32,s/d,12,0.35,19,8
2018-07-07,24,0.54,16,8,0.31,s/d,12,0.34,19,7
2018-07-08,1,0.54,12,7,0.31,s/d,12,0.33,15,8
2018-07-08,2,0.52,11,7,0.30,s/d,11,0.32,13,7
2018-07-08,3,0.50,10,7,0.29,s/d,11,0.30,15,7
2018-07-08,4,0.47,9,6,0.27,s/d,11,0.29,15,7
2018-07-08,5,0.43,8,6,0.26,s/d,11,0.28,22,7
2018-07-08,6,0.40,8,6,0.24,s/d,11,0.26,21,7
2018-07-08,7,0.37,7,6,0.23,s/d,10,0.25,17,7
2018-07-08,8,0.35,11,6,0.22,s/d,10,0.24,20,7
2018-07-08,9,0.35,13,7,0.21,s/d,11,0.23,18,8
2018-07-08,10,0.35,12,7,0.21,s/d,11,0.23,17,8
2018-07-08,11,0.36,11,7,0.20,s/d,11,0.22,13,8
2018-07-08,12,0.37,11,8,0.20,s/d,12,0.22,12,9
2018-07-08,13,0.40,10,8,0.21,s/d,12,0.22,13,9
2018-07-08,14,0.42,10,8,0.21,s/d,13,0.22,10,10
2018-07-08,15,0.42,7,9,0.21,s/d,13,0.22,11,10
2018-07-08,16,0.43,9,9,0.21,s/d,13,0.22,11,11
2018-07-08,17,0.43,10,9,0.21,s/d,14,0.21,14,11
2018-07-08,18,0.44,14,10,0.22,s/d,14,0.21,16,12
2018-07-08,19,0.48,22,10,0.23,s/d,15,0.21,18,12
2018-07-08,20,0.55,25,11,0.25,s/d,15,0.21,22,13
2018-07-08,21,0.59,24,13,0.27,s/d,16,0.24,28,14
2018-07-08,22,0.62,24,14,0.28,s/d,17,0.28,29,15
2018-07-08,23,0.71,25,15,0.31,s/d,18,0.32,29,16
2018-07-08,24,0.76,21,17,0.33,s/d,19,0.37,29,17
2018-07-09,1,0.79,21,18,0.35,s/d,20,0.40,25,18
2018-07-09,2,0.80,18,19,0.34,s/d,21,0.41,19,18
2018-07-09,3,0.75,13,19,0.33,s/d,22,0.42,17,19
2018-07-09,4,0.66,10,20,0.31,s/d,22,0.41,14,19
2018-07-09,5,0.60,9,20,0.28,s/d,22,0.39,13,19
2018-07-09,6,0.55,7,20,0.27,s/d,22,0.35,14,19
2018-07-09,7,0.46,10,20,0.24,s/d,22,0.33,18,19
2018-07-09,8,0.39,14,20,0.22,s/d,22,0.31,23,19
2018-07-09,9,0.37,17,19,0.20,s/d,22,0.29,26,18
2018-07-09,10,0.36,18,20,0.20,s/d,22,0.28,22,18
2018-07-09,11,0.37,14,20,0.20,s/d,23,0.28,19,18
2018-07-09,12,0.38,12,19,0.20,s/d,23,0.29,15,18
2018-07-09,13,0.40,13,19,0.21,s/d,23,0.28,13,18
2018-07-09,14,0.42,14,19,0.21,s/d,23,0.27,13,17
2018-07-09,15,0.44,14,19,0.22,s/d,22,0.25,12,17
2018-07-09,16,0.46,13,19,0.23,s/d,22,0.22,16,16
2018-07-09,17,0.46,15,19,0.22,s/d,22,0.21,18,16
2018-07-09,18,0.48,17,19,0.23,s/d,22,0.21,19,16
2018-07-09,19,0.52,20,18,0.24,s/d,21,0.19,18,16
2018-07-09,20,0.53,19,18,0.25,s/d,21,0.20,25,15
2018-07-09,21,0.55,22,17,0.26,s/d,20,0.21,28,15
2018-07-09,22,0.57,22,17,0.27,s/d,20,0.24,31,14
2018-07-09,23,0.60,26,17,0.29,s/d,20,0.28,36,13
2018-07-09,24,0.65,27,17,0.30,s/d,19,0.31,30,13
2018-07-10,1,0.68,26,16,0.30,s/d,19,0.34,31,13
2018-07-10,2,0.66,23,14,0.30,s/d,19,0.36,28,13
2018-07-10,3,0.63,24,14,0.29,s/d,19,0.40,29,13
2018-07-10,4,0.62,22,13,0.29,s/d,20,0.41,27,14
2018-07-10,5,0.60,23,13,0.27,s/d,21,0.42,26,14
2018-07-10,6,0.60,23,12,0.27,s/d,21,0.43,28,15
2018-07-10,7,0.60,25,12,0.26,s/d,22,0.43,30,15
2018-07-10,8,0.64,28,12,0.25,s/d,22,0.50,39,16
2018-07-10,9,0.74,31,12,0.24,s/d,22,0.50,35,16
2018-07-10,10,0.80,28,11,0.23,s/d,22,0.53,36,17
2018-07-10,11,0.82,19,10,0.23,s/d,22,0.53,29,19
2018-07-10,12,0.83,18,10,0.22,s/d,22,0.55,31,20
2018-07-10,13,0.83,17,s/d,0.21,s/d,21,0.58,s/d,21
2018-07-10,14,0.83,15,s/d,0.20,s/d,21,0.58,s/d,21
2018-07-10,15,0.79,17,s/d,0.18,s/d,21,0.55,22,23
2018-07-10,16,0.70,18,s/d,0.17,s/d,21,0.46,23,25
2018-07-10,17,0.59,20,s/d,0.17,s/d,21,0.45,23,26
2018-07-10,18,0.58,23,s/d,0.17,s/d,21,0.44,30,28
2018-07-10,19,0.61,24,s/d,0.18,s/d,21,0.47,30,29
2018-07-10,20,0.65,26,s/d,0.19,s/d,21,0.47,26,31
2018-07-10,21,0.69,25,s/d,0.20,s/d,20,0.47,25,32
2018-07-10,22,0.74,26,s/d,0.22,s/d,20,0.48,26,33
2018-07-10,23,0.76,23,s/d,0.22,s/d,20,0.47,19,33
2018-07-10,24,0.77,19,s/d,0.22,s/d,19,0.46,16,32
2018-07-11,1,0.75,16,s/d,0.21,s/d,18,0.44,15,32
2018-07-11,2,0.69,12,s/d,0.20,s/d,17,0.40,13,32
2018-07-11,3,0.63,11,s/d,0.18,s/d,17,0.35,12,32
2018-07-11,4,0.57,9,s/d,0.16,s/d,15,0.32,14,31
2018-07-11,5,0.51,13,s/d,0.14,s/d,14,0.29,12,30
2018-07-11,6,0.46,17,s/d,0.12,s/d,14,0.27,16,30
2018-07-11,7,0.44,18,s/d,0.13,s/d,13,0.27,20,31
2018-07-11,8,0.46,21,s/d,0.14,s/d,13,0.30,29,31
2018-07-11,9,0.52,22,s/d,0.16,s/d,13,0.34,32,32
2018-07-11,10,0.55,20,s/d,0.17,s/d,12,0.37,26,32
2018-07-11,11,0.57,17,s/d,0.18,s/d,12,0.40,22,32
2018-07-11,12,0.60,16,s/d,0.19,s/d,12,0.43,26,32
2018-07-11,13,0.64,16,s/d,0.20,s/d,12,0.46,26,33
2018-07-11,14,0.65,14,s/d,0.20,s/d,12,0.48,22,34
2018-07-11,15,0.64,14,s/d,0.20,s/d,13,0.49,20,34
2018-07-11,16,0.63,16,s/d,0.19,s/d,14,0.49,22,35
2018-07-11,17,0.60,18,s/d,0.18,s/d,14,0.47,24,35
2018-07-11,18,0.60,22,15,0.17,s/d,14,0.47,29,35
2018-07-11,19,0.64,26,15,0.18,s/d,15,0.51,31,35
2018-07-11,20,0.68,26,15,0.20,s/d,15,0.53,29,36
2018-07-11,21,0.73,28,15,0.21,s/d,15,0.53,29,37
2018-07-11,22,0.80,28,15,0.23,s/d,15,0.53,26,37
2018-07-11,23,0.84,25,15,0.23,s/d,16,0.54,23,37
2018-07-11,24,0.82,17,15,0.23,s/d,16,0.53,15,38
2018-07-12,1,0.80,13,14,0.22,s/d,16,0.50,16,38
2018-07-12,2,0.76,11,14,0.22,s/d,16,0.47,15,38
2018-07-12,3,0.69,7,14,0.20,s/d,16,0.41,15,38
2018-07-12,4,0.62,8,14,0.17,s/d,16,0.36,16,39
2018-07-12,5,0.53,7,15,0.16,s/d,16,0.33,19,39
2018-07-12,6,0.44,10,15,0.14,s/d,16,0.30,17,39
2018-07-12,7,0.40,15,s/d,0.14,s/d,16,0.30,20,39
2018-07-12,8,0.43,20,s/d,0.15,s/d,16,0.32,22,39
2018-07-12,9,0.49,20,s/d,0.16,s/d,16,0.36,26,39
2018-07-12,10,0.55,19,s/d,0.18,s/d,16,0.42,27,39
2018-07-12,11,0.62,20,s/d,0.20,s/d,16,0.47,25,39
2018-07-12,12,0.68,19,s/d,0.22,s/d,16,0.53,24,39
2018-07-12,13,0.73,18,s/d,0.23,s/d,16,0.56,20,40
2018-07-12,14,0.77,17,s/d,0.24,s/d,16,0.60,21,39
2018-07-12,15,0.79,19,s/d,0.26,9,16,0.61,21,39
2018-07-12,16,0.79,20,s/d,0.27,10,15,0.62,28,39
2018-07-12,17,0.77,22,s/d,0.28,10,15,0.63,34,38
2018-07-12,18,0.78,26,s/d,0.28,10,16,0.64,35,39
2018-07-12,19,0.81,27,s/d,0.29,11,16,0.68,31,39
2018-07-12,20,0.86,26,s/d,0.30,11,16,0.72,32,39
2018-07-12,21,0.94,27,s/d,0.33,12,16,0.81,35,39
2018-07-12,22,1.00,27,s/d,0.36,12,16,0.86,31,40
2018-07-12,23,1.06,27,s/d,0.37,12,17,0.91,29,40
2018-07-12,24,1.08,25,s/d,0.37,11,16,0.92,26,40
2018-07-13,1,1.09,24,s/d,0.36,11,17,0.90,25,40
2018-07-13,2,1.07,25,s/d,0.35,10,17,0.86,26,41
2018-07-13,3,1.01,22,s/d,0.33,9,18,0.80,22,41
2018-07-13,4,0.94,20,s/d,0.30,9,19,0.73,20,42
2018-07-13,5,0.83,19,s/d,0.27,8,20,0.62,21,42
2018-07-13,6,0.75,20,s/d,0.23,10,20,0.55,21,42
2018-07-13,7,0.70,23,s/d,0.21,11,21,0.53,30,42
2018-07-13,8,0.70,26,s/d,0.20,12,22,0.55,32,43
2018-07-13,9,0.77,28,s/d,0.22,13,23,0.63,37,43
2018-07-13,10,0.87,31,35,0.24,14,24,0.73,39,44
2018-07-13,11,0.96,32,36,0.28,14,26,0.83,37,46
2018-07-13,12,1.04,32,37,0.30,13,27,0.91,36,47
2018-07-13,13,1.10,30,38,0.33,14,29,0.98,37,48
2018-07-13,14,1.18,34,39,0.35,13,31,1.06,39,49
2018-07-13,15,1.23,30,40,0.36,12,32,1.13,39,51
2018-07-13,16,1.26,31,40,0.36,12,34,1.15,38,54
2018-07-13,17,1.24,30,39,0.35,11,35,1.10,33,57
2018-07-13,18,1.20,30,40,0.34,12,36,1.04,33,58
2018-07-13,19,1.28,33,40,0.35,14,38,1.02,32,58
2018-07-13,20,1.43,37,41,0.36,14,39,1.03,34,60
2018-07-13,21,1.53,31,42,0.36,11,41,1.03,30,61
2018-07-13,22,1.61,30,42,0.36,10,41,1.02,31,63
2018-07-13,23,1.60,25,43,0.35,9,42,0.97,34,65
2018-07-13,24,1.57,22,43,0.33,8,42,0.92,26,68
2018-07-14,1,1.53,20,43,0.32,7,43,0.90,27,70
2018-07-14,2,1.46,18,43,0.31,6,45,0.86,21,72
2018-07-14,3,1.29,16,43,0.26,6,45,0.77,18,73
2018-07-14,4,1.06,14,43,0.23,5,45,0.68,15,74
2018-07-14,5,0.91,16,42,0.20,5,45,0.61,15,74
2018-07-14,6,0.77,16,42,0.19,6,45,0.54,16,75
2018-07-14,7,0.73,20,42,0.18,6,45,0.51,20,75
2018-07-14,8,0.72,23,42,0.19,8,45,0.53,26,75
2018-07-14,9,0.74,23,42,0.22,10,44,0.54,28,76
2018-07-14,10,0.76,21,41,0.24,8,43,0.54,24,76
2018-07-14,11,0.78,17,40,0.25,6,42,0.55,21,76
2018-07-14,12,0.80,18,39,0.26,6,42,0.57,21,76
2018-07-14,13,0.84,21,38,0.27,7,41,0.60,22,76
2018-07-14,14,0.87,20,37,0.27,7,38,0.62,21,75
2018-07-14,15,0.87,19,36,0.28,8,37,0.62,21,74
2018-07-14,16,0.87,24,36,0.27,8,37,0.61,21,72
2018-07-14,17,0.86,27,35,0.24,9,36,0.63,31,72
2018-07-14,18,0.89,28,35,0.33,16,36,0.71,36,72
2018-07-14,19,1.09,36,35,0.39,16,36,0.83,33,73
2018-07-14,20,1.49,37,37,0.57,19,38,1.16,41,75
2018-07-14,21,1.89,39,38,0.67,17,39,1.39,39,78
2018-07-14,22,2.32,40,40,0.85,19,41,1.90,47,81
2018-07-14,23,2.82,40,42,1.07,20,44,2.49,50,85
2018-07-14,24,3.06,34,45,1.16,17,47,2.80,41,87
2018-07-15,1,3.14,29,46,1.20,15,50,2.90,30,90
2018-07-15,2,3.12,22,48,1.13,12,50,2.82,23,91
2018-07-15,3,2.92,19,48,1.08,11,51,2.64,19,90
2018-07-15,4,2.51,14,48,0.92,10,51,2.57,19,89
2018-07-15,5,2.06,10,48,0.82,9,52,2.58,15,88
2018-07-15,6,1.58,14,48,0.65,9,51,s/d,15,88
2018-07-15,7,1.05,17,48,0.44,9,51,s/d,17,86
2018-07-15,8,0.76,21,48,0.34,9,51,s/d,19,85
2018-07-15,9,0.63,20,48,0.29,9,50,s/d,19,83
2018-07-15,10,0.58,13,47,0.25,8,50,s/d,15,80
2018-07-15,11,0.53,10,47,0.23,8,49,s/d,12,78
2018-07-15,12,0.50,9,47,0.21,8,50,s/d,12,76
2018-07-15,13,0.50,8,46,0.21,8,50,s/d,13,73
2018-07-15,14,0.50,8,46,0.19,7,50,s/d,11,72
2018-07-15,15,0.50,9,45,0.18,7,50,s/d,11,70
2018-07-15,16,0.50,8,44,0.19,8,49,s/d,10,68
2018-07-15,17,0.48,10,43,0.18,8,48,s/d,12,65
2018-07-15,18,0.49,10,42,0.19,9,47,s/d,12,61
2018-07-15,19,0.50,14,40,0.20,10,44,s/d,16,58
2018-07-15,20,0.51,17,37,0.21,10,42,s/d,20,53
2018-07-15,21,0.53,15,35,0.20,8,40,s/d,18,47
2018-07-15,22,0.55,20,32,0.20,9,38,s/d,22,41
2018-07-15,23,0.57,19,29,0.20,8,34,s/d,18,34
2018-07-15,24,0.57,15,26,0.18,7,30,s/d,16,28
2018-07-16,1,0.57,15,23,0.18,5,27,s/d,17,22
2018-07-16,2,0.56,10,21,0.16,4,24,s/d,16,19
2018-07-16,3,0.55,11,20,0.15,5,23,s/d,19,18
2018-07-16,4,0.54,12,19,0.14,5,22,s/d,15,17
2018-07-16,5,0.53,12,18,0.14,5,21,s/d,18,17
2018-07-16,6,0.52,14,18,0.14,6,21,0.25,19,16
2018-07-16,7,0.50,20,17,0.15,10,21,0.27,24,17
2018-07-16,8,0.51,24,17,0.16,11,21,0.29,25,16
2018-07-16,9,0.52,24,17,0.17,11,21,0.32,24,17
2018-07-16,10,0.55,24,16,0.19,13,22,0.33,23,17
2018-07-16,11,0.56,19,17,0.20,11,22,0.33,20,17
2018-07-16,12,0.57,14,17,0.20,10,22,0.33,19,17
2018-07-16,13,0.57,s/d,16,0.21,8,22,0.32,22,18
2018-07-16,14,0.54,15,16,0.22,9,21,0.32,19,18
2018-07-16,15,0.51,15,16,0.22,9,21,0.31,18,17
2018-07-16,16,0.47,14,17,0.23,9,21,0.29,17,18
2018-07-16,17,0.43,14,17,0.23,9,21,0.28,17,18
2018-07-16,18,0.38,16,17,0.23,10,21,0.27,20,18
2018-07-16,19,0.35,21,17,0.23,11,21,0.26,21,18
2018-07-16,20,0.34,20,17,0.23,11,21,0.26,21,18
2018-07-16,21,0.34,19,17,0.22,10,20,0.26,23,18
2018-07-16,22,0.33,18,17,0.22,9,20,0.26,23,18
2018-07-16,23,0.33,18,17,0.21,8,20,0.23,18,18
2018-07-16,24,0.32,19,17,0.19,6,20,0.21,17,18
2018-07-17,1,0.31,16,16,0.18,4,20,0.20,14,18
2018-07-17,2,0.29,8,17,0.16,3,21,0.19,11,19
2018-07-17,3,0.27,7,17,0.15,3,21,0.19,9,19
2018-07-17,4,0.26,9,17,0.14,2,21,0.19,11,19
2018-07-17,5,0.24,8,17,0.13,2,21,0.18,11,20
2018-07-17,6,0.23,9,17,0.13,3,21,0.18,16,20
2018-07-17,7,0.23,14,17,0.13,5,21,0.20,18,20
2018-07-17,8,0.22,20,17,0.15,7,21,0.23,20,20
2018-07-17,9,0.23,23,17,0.16,9,21,0.25,20,21
2018-07-17,10,0.25,26,17,0.18,9,21,0.27,19,21
2018-07-17,11,0.27,21,17,0.20,8,20,0.29,21,22
2018-07-17,12,0.29,22,17,0.22,8,20,0.32,18,21
2018-07-17,13,0.31,21,18,0.24,7,20,0.34,19,21
2018-07-17,14,0.33,21,18,0.25,8,20,0.35,19,21
2018-07-17,15,0.35,19,18,0.27,8,20,0.37,19,22
2018-07-17,16,0.37,19,17,0.28,8,20,0.37,22,22
2018-07-17,17,0.38,20,17,0.29,8,20,0.37,20,22
2018-07-17,18,0.39,23,17,0.29,8,20,0.38,20,21
2018-07-17,19,0.42,24,17,0.31,9,19,0.39,20,22
2018-07-17,20,0.44,26,17,0.31,9,19,0.41,19,22
2018-07-17,21,0.46,25,17,0.31,8,19,0.41,20,22
2018-07-17,22,0.47,25,17,0.31,8,19,0.41,21,22
2018-07-17,23,0.47,23,17,0.30,8,19,0.41,20,22
2018-07-17,24,0.46,18,17,0.29,6,19,0.40,19,22
2018-07-18,1,0.45,16,18,0.27,7,19,0.39,23,22
2018-07-18,2,0.43,16,18,0.25,6,19,0.37,22,22
2018-07-18,3,0.40,12,17,0.22,4,19,0.34,14,21
2018-07-18,4,0.36,10,17,0.19,5,19,0.31,19,21
2018-07-18,5,0.33,9,17,0.17,4,19,0.29,16,21
2018-07-18,6,0.30,11,17,0.15,4,19,0.27,19,20
2018-07-18,7,0.29,15,17,0.15,6,18,0.26,22,20
2018-07-18,8,0.29,20,16,0.15,9,18,0.26,22,19
2018-07-18,9,0.30,23,16,0.16,10,17,0.26,22,19
2018-07-18,10,0.32,23,16,0.17,10,17,0.27,21,18
2018-07-18,11,0.35,21,15,0.18,9,17,0.29,22,18
2018-07-18,12,0.40,22,15,0.19,s/d,17,0.31,21,17
2018-07-18,13,0.46,25,15,0.24,s/d,17,0.33,22,17
2018-07-18,14,0.56,27,15,0.31,12,17,0.34,24,17
2018-07-18,15,0.65,29,16,0.37,12,18,0.35,21,17
2018-07-18,16,0.73,29,17,0.43,13,20,0.39,29,17
2018-07-18,17,0.82,28,19,0.48,12,22,0.46,29,18
2018-07-18,18,0.91,27,20,0.53,12,23,0.53,27,19
2018-07-18,19,1.00,26,21,0.57,10,24,0.58,23,19
2018-07-18,20,1.04,25,22,0.55,9,24,0.61,21,20
2018-07-18,21,1.05,22,22,0.53,8,25,0.63,18,20
2018-07-18,22,1.01,21,22,0.49,9,25,0.64,19,20
2018-07-18,23,0.97,21,22,0.45,9,25,0.63,22,20
2018-07-18,24,0.93,21,22,0.42,9,25,0.60,20,20
2018-07-19,1,0.90,20,22,0.39,9,25,0.59,18,20
2018-07-19,2,0.86,19,23,0.37,8,26,0.58,19,21
2018-07-19,3,0.85,19,23,0.36,8,26,0.60,18,22
2018-07-19,4,0.84,18,24,0.36,8,27,0.61,15,23
2018-07-19,5,0.83,17,25,0.36,7,28,0.63,16,24
2018-07-19,6,0.81,14,26,0.35,6,29,0.63,10,25
2018-07-19,7,0.80,14,26,0.35,7,30,0.65,13,25
2018-07-19,8,0.79,15,26,0.34,7,30,0.65,15,25
2018-07-19,9,0.79,17,26,0.33,8,31,0.62,15,26
2018-07-19,10,0.78,18,26,0.33,9,30,0.57,16,26
2018-07-19,11,0.75,19,26,0.32,9,31,0.52,16,26
2018-07-19,12,0.74,19,26,0.32,9,30,0.49,19,25
2018-07-19,13,0.75,19,26,0.32,8,30,0.47,15,25
2018-07-19,14,0.79,19,25,0.33,8,29,0.49,18,25
2018-07-19,15,0.81,18,24,0.33,8,28,0.50,17,24
2018-07-19,16,0.83,16,22,0.32,7,26,0.50,12,23
2018-07-19,17,0.80,14,20,0.31,6,23,0.49,10,22
2018-07-19,18,0.79,13,19,0.31,7,22,0.52,15,21
2018-07-19,19,0.77,15,18,0.30,7,20,0.52,11,20
2018-07-19,20,0.73,14,16,0.29,7,19,0.50,12,19
2018-07-19,21,0.70,15,16,0.29,7,18,0.48,11,18
2018-07-19,22,0.67,17,15,0.28,8,18,0.47,17,18
2018-07-19,23,0.63,18,15,0.27,7,17,0.44,14,18
2018-07-19,24,0.58,15,14,0.26,6,16,0.41,14,17
2018-07-20,1,0.54,12,14,0.25,5,15,0.40,14,17
2018-07-20,2,0.49,9,13,0.22,4,14,0.34,14,16
2018-07-20,3,0.42,7,12,0.19,3,13,0.31,12,15
2018-07-20,4,0.38,5,11,0.17,2,12,0.29,8,13
2018-07-20,5,0.33,4,10,0.15,2,10,0.27,10,12
2018-07-20,6,0.29,6,9,0.14,3,10,0.25,13,11
2018-07-20,7,0.27,10,8,0.13,5,9,0.24,13,11
2018-07-20,8,0.27,15,8,0.13,6,8,0.25,15,10
2018-07-20,9,0.28,16,8,0.14,7,8,0.26,16,10
2018-07-20,10,0.30,19,8,0.15,8,8,0.28,20,10
2018-07-20,11,0.33,18,8,0.16,9,8,0.30,20,10
2018-07-20,12,0.37,19,7,0.18,8,8,0.33,18,11
2018-07-20,13,0.41,18,7,0.20,8,8,0.36,19,11
2018-07-20,14,0.45,17,7,0.22,9,8,0.38,17,11
2018-07-20,15,0.48,18,7,0.23,8,8,0.38,15,11
2018-07-20,16,0.49,17,7,0.24,8,8,0.39,18,11
2018-07-20,17,0.49,17,7,0.25,8,8,0.39,18,11
2018-07-20,18,0.49,18,7,0.26,8,8,0.41,21,11
