fecha,hora,co_centenario,no2_centenario,pm10_centenario,co_cordoba,no2_cordoba,pm10_cordoba,co_la_boca,no2_la_boca,pm10_la_boca
2018-03-20,3,0.64,24,28,0.70,20,24,0.99,27,30
2018-03-20,4,0.57,19,29,0.65,17,25,0.95,21,30
2018-03-20,5,0.46,19,29,0.58,15,25,0.91,23,30
2018-03-20,6,0.35,21,30,0.53,17,25,0.82,24,31
2018-03-20,7,0.28,25,31,0.52,23,25,0.81,30,31
2018-03-20,8,0.32,26,31,0.53,25,25,0.83,32,32
2018-03-20,9,0.35,29,31,0.52,24,26,0.87,34,34
2018-03-20,10,0.37,26,32,0.52,26,27,0.88,29,35
2018-03-20,11,0.39,22,33,0.55,23,28,0.88,21,36
2018-03-20,12,0.42,24,33,0.58,24,28,0.88,22,36
2018-03-20,13,0.44,19,35,0.64,28,30,0.87,14,38
2018-03-20,14,0.45,15,36,0.71,24,31,0.85,10,38
2018-03-20,15,0.43,14,37,0.76,21,33,0.79,8,38
2018-03-20,16,0.37,13,38,0.80,21,34,0.71,9,38
2018-03-20,17,0.33,14,38,0.86,24,35,0.63,9,38
2018-03-20,18,0.29,15,39,0.90,29,36,0.57,10,38
2018-03-20,19,0.27,17,39,1.04,34,36,0.56,12,38
2018-03-20,20,0.24,16,39,1.08,24,37,0.56,13,38
2018-03-20,21,0.22,13,39,1.06,20,38,0.56,13,38
2018-03-20,22,0.20,11,38,1.02,16,39,0.57,13,38
2018-03-20,23,0.19,9,37,0.96,13,40,0.58,10,36
2018-03-20,24,0.17,8,36,0.91,15,40,0.59,9,36
2018-03-21,1,0.15,8,37,0.83,13,40,0.60,11,36
2018-03-21,2,0.13,10,36,0.75,10,40,0.60,9,36
2018-03-21,3,0.10,6,36,0.57,9,40,0.59,8,35
2018-03-21,4,0.08,5,36,0.49,9,41,0.57,7,35
2018-03-21,5,0.06,9,35,0.45,8,41,0.56,10,35
2018-03-21,6,0.05,9,35,0.44,11,41,0.56,13,35
2018-03-21,7,0.05,12,35,0.46,16,41,0.56,16,35
2018-03-21,8,0.07,14,34,0.51,20,42,0.57,14,34
2018-03-21,9,0.09,13,33,0.57,19,42,0.58,14,32
2018-03-21,10,0.11,12,32,0.65,21,42,0.60,14,31
2018-03-21,11,0.13,11,31,0.69,20,42,0.61,13,29
2018-03-21,12,0.15,11,30,0.75,20,41,0.64,15,28
2018-03-21,13,0.19,13,29,s/d,s/d,40,0.66,51,27
2018-03-21,14,0.21,13,28,s/d,s/d,39,0.67,49,27
2018-03-21,15,0.22,11,27,s/d,12,38,0.73,46,29
2018-03-21,16,0.22,12,26,s/d,12,37,0.75,54,30
2018-03-21,17,0.22,12,26,s/d,15,36,0.76,65,30
2018-03-21,18,0.22,12,25,s/d,20,36,0.79,61,31
2018-03-21,19,0.23,13,25,s/d,17,35,0.81,63,31
2018-03-21,20,0.24,16,24,s/d,16,34,0.83,60,32
2018-03-21,21,0.23,15,24,s/d,15,33,0.85,61,31
2018-03-21,22,0.23,15,23,0.58,16,32,0.86,58,30
2018-03-21,23,0.23,15,22,0.55,16,30,0.82,43,29
2018-03-21,24,0.22,12,22,0.53,12,30,0.81,34,29
2018-03-22,1,0.21,10,22,0.47,11,29,0.78,11,30
2018-03-22,2,0.19,8,22,0.38,10,29,0.75,11,30
2018-03-22,3,0.16,5,22,0.31,8,29,0.71,9,30
2018-03-22,4,0.13,10,22,0.25,5,29,0.66,7,30
2018-03-22,5,0.11,6,22,0.19,4,29,0.63,8,31
2018-03-22,6,0.09,7,22,0.14,9,29,0.61,11,31
2018-03-22,7,0.08,11,22,0.10,11,29,0.61,17,31
2018-03-22,8,0.10,14,22,0.07,11,28,0.62,20,32
2018-03-22,9,0.11,12,22,0.07,11,27,0.65,17,34
2018-03-22,10,0.14,12,22,0.07,9,27,0.68,17,35
2018-03-22,11,0.16,11,22,0.07,8,26,0.70,13,37
2018-03-22,12,0.19,11,22,0.09,10,26,0.72,13,38
2018-03-22,13,0.22,12,22,0.10,10,25,0.73,14,38
2018-03-22,14,0.25,14,22,0.12,11,26,0.76,19,39
2018-03-22,15,0.29,19,23,0.14,15,25,0.78,25,38
2018-03-22,16,0.30,19,23,0.17,20,25,0.77,17,38
2018-03-22,17,0.33,20,24,0.25,26,26,0.76,18,38
2018-03-22,18,0.35,23,24,0.35,26,27,0.78,22,38
2018-03-22,19,0.39,26,24,0.42,22,27,0.79,19,37
2018-03-22,20,0.42,25,25,0.47,22,27,0.79,21,37
2018-03-22,21,0.44,23,25,0.52,20,28,0.79,23,37
2018-03-22,22,0.44,23,25,0.55,21,28,0.80,24,37
2018-03-22,23,0.45,25,25,0.57,22,28,0.79,21,38
2018-03-22,24,0.45,24,26,0.58,18,28,0.80,20,38
2018-03-23,1,0.45,22,26,0.55,18,28,0.81,16,38
2018-03-23,2,0.43,19,26,0.47,16,28,0.79,15,38
2018-03-23,3,0.38,13,25,0.40,17,28,0.78,16,38
2018-03-23,4,0.33,9,24,0.34,13,27,0.76,13,38
2018-03-23,5,0.29,8,24,0.29,12,27,0.74,12,38
2018-03-23,6,0.26,11,24,0.25,7,27,0.71,15,38
2018-03-23,7,0.24,17,24,0.22,13,27,0.69,13,38
2018-03-23,8,0.22,18,24,0.19,15,27,0.68,18,38
2018-03-23,9,0.21,16,24,0.16,13,27,0.70,20,39
2018-03-23,10,0.18,s/d,23,0.15,10,26,0.73,24,40
2018-03-23,11,0.16,s/d,22,0.16,11,26,0.75,22,41
2018-03-23,12,0.15,s/d,20,0.19,12,26,0.79,23,41
2018-03-23,13,0.30,s/d,23,0.21,12,26,0.83,27,42
2018-03-23,14,0.33,s/d,23,0.23,12,25,0.87,21,43
2018-03-23,15,0.40,15,22,0.24,12,26,0.90,28,42
2018-03-23,16,0.41,18,20,0.25,15,25,0.92,29,42
2018-03-23,17,0.44,22,19,0.26,16,25,0.95,40,42
2018-03-23,18,0.47,27,17,0.34,32,24,0.93,26,44
2018-03-23,19,0.56,37,15,0.45,38,25,0.94,34,45
2018-03-23,20,0.67,40,14,0.51,35,25,0.95,33,45
2018-03-23,21,0.68,32,14,0.56,33,25,0.95,29,46
2018-03-23,22,0.73,29,14,0.67,32,27,1.00,32,47
2018-03-23,23,0.79,29,14,0.84,32,28,1.09,29,47
2018-03-23,24,0.91,28,14,0.95,31,28,1.19,32,48
2018-03-24,1,0.92,21,14,1.01,24,29,1.20,24,50
2018-03-24,2,0.89,13,14,0.93,15,29,1.17,14,50
2018-03-24,3,0.80,10,14,0.82,16,29,1.11,13,50
2018-03-24,4,0.69,11,15,0.75,17,29,1.06,14,49
2018-03-24,5,0.62,10,15,0.68,15,30,1.01,18,49
2018-03-24,6,0.50,13,15,0.56,18,30,0.92,22,49
2018-03-24,7,0.38,17,15,0.40,20,30,0.79,22,48
2018-03-24,8,0.25,19,16,0.30,21,30,0.66,23,47
2018-03-24,9,0.25,24,16,0.28,24,31,0.61,26,45
2018-03-24,10,0.32,26,16,0.29,24,31,0.62,27,43
2018-03-24,11,0.35,20,17,0.32,26,31,0.67,23,41
2018-03-24,12,0.37,17,17,0.36,27,32,0.72,29,39
2018-03-24,13,0.74,24,37,0.39,20,31,0.39,20,31
2018-03-24,14,0.75,26,36,0.39,21,32,0.39,21,32
2018-03-24,15,0.75,24,36,0.37,16,31,0.37,16,31
2018-03-24,16,0.74,21,34,0.34,17,31,0.34,17,31
2018-03-24,17,0.72,22,33,0.30,14,30,0.30,14,30
2018-03-24,18,0.72,24,31,0.27,14,29,0.27,14,29
2018-03-24,19,0.69,21,30,0.25,20,27,0.25,20,27
2018-03-24,20,0.65,23,29,0.23,26,27,0.23,26,27
2018-03-24,21,0.64,30,28,0.25,28,26,0.25,28,26
2018-03-24,22,0.65,22,27,0.30,22,26,0.30,22,26
2018-03-24,23,0.64,9,26,0.33,14,26,0.33,14,26
2018-03-24,24,0.62,9,24,0.34,11,26,0.34,11,26
2018-03-25,1,0.61,7,22,0.36,9,25,0.36,9,25
2018-03-25,2,0.59,7,22,0.39,9,25,0.39,9,25
2018-03-25,3,0.57,7,22,0.39,10,25,0.39,10,25
2018-03-25,4,0.55,9,22,0.40,8,24,0.40,8,24
2018-03-25,5,0.53,8,21,0.36,7,24,0.36,7,24
2018-03-25,6,0.49,8,21,0.31,7,24,0.31,7,24
2018-03-25,7,0.48,11,20,0.30,8,23,0.30,8,23
2018-03-25,8,0.48,12,20,0.30,8,23,0.30,8,23
2018-03-25,9,0.47,7,20,0.30,10,22,0.30,10,22
2018-03-25,10,0.46,6,20,0.28,9,22,0.28,9,22
2018-03-25,11,0.45,6,19,0.26,7,22,0.26,7,22
2018-03-25,12,0.45,6,19,0.24,8,21,0.24,8,21
2018-03-25,13,0.08,6,17,0.23,8,21,0.45,6,19
2018-03-25,14,0.10,6,17,0.24,8,20,0.45,6,18
2018-03-25,15,0.11,6,17,0.23,10,20,0.45,8,18
2018-03-25,16,0.12,7,17,0.23,10,20,0.45,7,17
2018-03-25,17,0.13,9,18,0.22,9,20,0.45,10,17
2018-03-25,18,0.15,9,18,0.22,12,21,0.45,12,17
2018-03-25,19,0.18,13,17,0.23,15,21,0.46,17,16
2018-03-25,20,0.23,18,17,0.25,18,21,0.47,24,16
2018-03-25,21,0.27,19,17,0.28,21,20,0.49,29,16
2018-03-25,22,0.31,22,17,0.31,22,19,0.52,29,16
2018-03-25,23,0.36,23,17,0.35,22,18,0.58,27,16
2018-03-25,24,0.39,23,19,0.39,23,18,0.65,33,18
2018-03-26,1,0.41,21,20,0.43,23,18,0.74,34,19
2018-03-26,2,0.43,21,21,0.45,22,19,0.83,34,20
2018-03-26,3,0.41,20,23,0.45,21,19,0.91,34,22
2018-03-26,4,0.37,20,24,0.44,22,20,0.97,34,24
2018-03-26,5,0.34,21,24,0.41,22,20,1.01,33,26
2018-03-26,6,0.34,22,25,0.39,24,20,1.05,32,27
2018-03-26,7,0.38,25,26,0.38,25,21,1.10,39,29
2018-03-26,8,0.54,31,28,0.43,33,22,1.17,47,30
2018-03-26,9,0.66,37,30,0.45,29,23,1.21,54,33
2018-03-26,10,0.69,22,31,0.41,15,23,1.16,31,34
2018-03-26,11,0.68,13,31,0.39,13,23,1.10,24,35
2018-03-26,12,0.69,14,31,0.37,12,23,1.03,25,36
2018-03-26,13,0.69,13,31,0.36,12,23,0.98,27,37
2018-03-26,14,0.67,19,31,0.34,13,22,0.93,33,37
2018-03-26,15,0.61,17,31,0.32,17,22,0.85,23,38
2018-03-26,16,0.44,16,30,0.25,18,23,0.71,23,39
2018-03-26,17,0.30,17,30,0.24,19,23,0.59,23,39
2018-03-26,18,0.26,18,30,0.28,20,23,0.59,25,40
2018-03-26,19,0.28,21,31,0.31,19,24,0.59,27,41
2018-03-26,20,0.29,23,30,0.34,21,24,0.60,26,41
2018-03-26,21,0.30,21,30,0.35,18,24,0.61,27,42
2018-03-26,22,0.30,18,30,0.37,19,24,0.61,25,42
2018-03-26,23,0.30,16,29,0.37,20,24,0.61,23,41
2018-03-26,24,0.29,13,27,0.33,10,24,0.62,19,41
2018-03-27,1,0.28,10,26,0.29,9,23,0.62,14,40
2018-03-27,2,0.26,16,26,0.24,11,22,0.60,16,38
2018-03-27,3,0.23,8,24,0.20,11,22,0.60,15,37
2018-03-27,4,0.20,6,23,0.17,12,22,0.59,16,35
2018-03-27,5,0.18,7,23,0.15,12,22,0.58,16,34
2018-03-27,6,0.15,8,22,0.12,11,21,0.58,19,33
2018-03-27,7,0.14,15,20,0.10,13,21,0.60,24,32
2018-03-27,8,0.16,18,18,0.11,15,20,0.64,28,32
2018-03-27,9,0.21,20,16,0.13,18,19,0.67,22,32
2018-03-27,10,0.24,15,15,0.14,11,18,0.68,17,31
2018-03-27,11,0.27,13,15,0.15,12,19,0.68,16,31
2018-03-27,12,0.30,15,16,0.18,12,19,0.67,15,31
2018-03-27,13,0.32,16,16,0.21,11,19,0.67,15,31
2018-03-27,14,0.34,13,17,0.27,15,20,0.67,18,31
2018-03-27,15,0.36,12,17,0.32,17,20,0.65,18,31
2018-03-27,16,0.35,14,17,0.36,16,20,0.61,17,30
2018-03-27,17,0.32,12,18,0.40,14,21,0.58,15,31
2018-03-27,18,0.32,19,18,0.48,21,21,0.58,15,31
2018-03-27,19,0.32,23,18,0.53,21,21,0.60,20,30
2018-03-27,20,0.32,24,18,0.54,18,21,0.61,24,31
2018-03-27,21,0.33,25,18,0.54,21,21,0.61,20,31
2018-03-27,22,0.34,23,18,0.52,20,21,0.61,26,31
2018-03-27,23,0.36,24,18,0.50,23,21,0.61,22,31
2018-03-27,24,0.37,20,18,0.46,13,21,0.61,14,31
2018-03-28,1,0.36,10,18,0.41,9,21,0.61,9,31
2018-03-28,2,0.34,6,18,0.32,8,21,0.61,18,32
2018-03-28,3,0.31,5,19,0.25,8,21,0.60,12,32
2018-03-28,4,0.27,5,18,0.22,7,22,0.60,11,33
2018-03-28,5,0.24,5,19,0.18,9,22,0.60,10,33
2018-03-28,6,0.21,7,19,0.15,6,22,0.61,16,33
2018-03-28,7,0.18,12,19,0.11,9,22,0.62,16,33
2018-03-28,8,0.20,15,19,0.10,11,21,0.65,16,33
2018-03-28,9,0.22,14,19,0.11,11,21,0.69,16,32
2018-03-28,10,0.26,13,19,0.12,10,21,0.72,17,32
2018-03-28,11,0.28,13,19,0.14,9,21,0.75,15,33
2018-03-28,12,0.31,s/d,19,0.18,13,20,0.78,16,33
2018-03-28,13,0.36,s/d,20,0.24,15,20,0.81,17,33
2018-03-28,14,0.41,13,20,0.34,20,20,0.83,16,33
2018-03-28,15,0.44,12,19,0.45,19,20,0.84,14,32
2018-03-28,16,0.43,13,19,0.60,22,20,0.84,16,32
2018-03-28,17,0.43,14,19,0.67,24,19,0.84,18,33
2018-03-28,18,0.45,21,19,0.76,28,19,0.85,23,33
2018-03-28,19,0.50,27,20,0.88,29,19,0.86,24,33
2018-03-28,20,0.52,27,20,0.94,24,19,0.89,26,34
2018-03-28,21,0.54,23,20,0.95,22,20,0.92,24,34
2018-03-28,22,0.56,24,20,0.92,21,20,0.94,22,35
2018-03-28,23,0.57,19,20,0.85,17,20,0.96,18,34
2018-03-28,24,0.58,16,20,0.73,13,19,0.96,16,34
2018-03-29,1,0.57,16,19,0.65,10,19,0.96,20,34
2018-03-29,2,0.57,16,19,0.56,11,19,0.95,21,35
2018-03-29,3,0.53,17,19,0.45,15,18,0.95,23,35
2018-03-29,4,0.51,18,19,0.37,15,19,0.92,20,35
2018-03-29,5,0.49,16,19,0.31,13,20,0.90,18,36
2018-03-29,6,0.47,17,19,0.24,12,20,0.88,21,36
2018-03-29,7,0.48,20,19,0.21,15,20,0.90,23,37
2018-03-29,8,0.53,21,19,0.19,17,20,0.93,22,38
2018-03-29,9,0.55,20,20,0.19,13,20,0.95,26,39
2018-03-29,10,0.55,19,19,0.19,14,20,0.95,22,39
2018-03-29,11,0.55,20,20,0.18,13,20,0.94,23,40
2018-03-29,12,0.56,21,20,0.18,16,21,0.95,26,41
2018-03-29,13,0.56,17,20,0.18,12,21,0.96,27,42
2018-03-29,14,0.55,14,20,0.17,10,21,0.97,22,43
2018-03-29,15,0.52,13,20,0.16,6,21,0.92,16,44
2018-03-29,16,0.46,11,21,0.14,9,21,0.87,17,45
2018-03-29,17,0.43,13,21,0.14,13,21,0.84,26,45
2018-03-29,18,0.42,17,20,0.12,13,21,0.84,24,47
2018-03-29,19,0.41,25,20,0.12,18,20,0.86,34,49
2018-03-29,20,0.45,32,20,0.12,24,20,0.90,37,50
2018-03-29,21,0.57,33,21,0.20,31,20,0.93,34,52
2018-03-29,22,0.74,35,23,0.26,29,20,0.93,29,53
2018-03-29,23,0.79,32,25,0.30,27,21,0.95,28,54
2018-03-29,24,0.84,28,26,0.32,27,21,0.97,26,54
2018-03-30,1,0.93,28,26,0.37,28,22,0.99,25,55
2018-03-30,2,0.95,24,27,0.39,20,23,1.00,24,55
2018-03-30,3,0.94,18,26,0.40,14,23,0.96,23,55
2018-03-30,4,0.88,11,26,0.40,19,23,0.91,20,55
2018-03-30,5,0.75,12,27,0.33,15,21,0.86,23,54
2018-03-30,6,0.59,15,27,0.28,14,21,0.85,21,54
2018-03-30,7,0.55,19,27,0.26,17,21,0.87,22,52
2018-03-30,8,0.54,20,27,0.27,16,21,0.94,25,51
2018-03-30,9,0.49,23,27,0.23,11,21,0.92,19,49
2018-03-30,10,0.46,15,27,0.22,8,21,0.90,19,48
2018-03-30,11,0.45,11,26,0.21,10,21,0.90,18,46
2018-03-30,12,0.45,11,26,0.21,9,20,0.90,17,45
2018-03-30,13,0.45,11,26,0.22,19,20,0.90,18,43
2018-03-30,14,0.44,13,26,0.22,18,19,0.88,13,41
2018-03-30,15,0.42,17,25,0.22,18,19,0.85,15,40
2018-03-30,16,0.38,23,25,0.21,11,19,0.76,12,39
2018-03-30,17,0.34,23,24,0.22,16,19,0.75,16,38
2018-03-30,18,0.35,26,25,0.25,22,19,0.76,19,36
2018-03-30,19,0.36,23,25,0.31,26,19,0.77,22,34
2018-03-30,20,0.48,37,26,0.40,33,19,0.81,28,32
2018-03-30,21,0.54,34,25,0.44,29,20,0.83,27,31
2018-03-30,22,0.57,25,23,0.45,20,19,0.84,30,29
2018-03-30,23,0.58,21,22,0.46,20,19,0.84,25,28
2018-03-30,24,0.60,17,21,0.48,18,19,0.84,24,27
2018-03-31,1,0.63,21,21,0.51,21,18,0.86,26,27
2018-03-31,2,0.64,18,20,0.51,19,18,0.87,24,26
2018-03-31,3,0.63,17,20,0.47,19,18,0.88,23,25
2018-03-31,4,0.52,16,20,0.41,19,17,0.87,23,25
2018-03-31,5,0.46,17,20,0.39,18,18,0.86,22,25
2018-03-31,6,0.46,19,20,0.40,21,18,0.89,21,25
2018-03-31,7,0.48,23,20,0.43,23,18,0.98,22,25
2018-03-31,8,0.55,25,21,0.46,21,19,1.08,23,26
2018-03-31,9,0.57,28,21,0.49,22,19,1.10,25,26
2018-03-31,10,0.59,33,22,0.51,23,20,1.10,20,27
2018-03-31,11,0.63,22,22,0.52,22,20,1.14,18,27
2018-03-31,12,0.66,20,22,0.51,18,21,1.12,18,28
2018-03-31,13,0.66,17,22,0.53,24,21,1.11,21,28
2018-03-31,14,0.65,17,23,0.51,20,22,1.08,21,29
2018-03-31,15,0.62,12,24,0.47,12,22,0.99,15,29
2018-03-31,16,0.53,12,24,0.42,15,22,0.88,14,30
2018-03-31,17,0.48,12,25,0.37,11,22,0.84,14,30
2018-03-31,18,0.44,12,25,0.32,10,23,0.82,13,30
2018-03-31,19,0.40,11,25,0.30,11,23,0.76,12,30
2018-03-31,20,0.37,15,24,0.29,14,22,0.76,14,29
2018-03-31,21,0.38,17,22,0.28,13,21,0.76,16,28
2018-03-31,22,0.37,13,22,0.28,11,21,0.79,19,28
2018-03-31,23,0.38,12,22,0.28,12,21,0.79,12,28
2018-03-31,24,0.39,9,22,0.27,8,21,0.78,8,28
2018-04-01,1,0.38,7,22,0.27,7,22,0.77,11,28
2018-04-01,2,0.37,7,22,0.26,7,22,0.76,10,28
2018-04-01,3,0.37,6,22,0.26,5,21,0.75,9,27
2018-04-01,4,0.34,5,22,0.24,5,21,0.73,8,27
2018-04-01,5,0.30,5,22,0.22,4,20,0.71,8,27
2018-04-01,6,0.27,5,21,0.20,5,19,0.66,9,26
2018-04-01,7,0.25,7,20,0.19,6,19,0.65,11,25
2018-04-01,8,0.24,9,20,0.19,8,19,0.65,13,24
2018-04-01,9,0.23,9,19,0.18,6,18,0.64,13,22
2018-04-01,10,0.23,7,19,0.17,7,18,0.64,11,22
2018-04-01,11,0.24,8,18,0.18,8,18,0.64,11,22
2018-04-01,12,0.25,8,18,0.18,10,17,0.65,10,21
2018-04-01,13,0.29,10,19,0.19,9,17,0.67,15,20
2018-04-01,14,0.32,8,18,0.19,6,16,0.68,13,19
2018-04-01,15,0.33,8,18,0.20,7,16,0.69,13,19
2018-04-01,16,0.34,8,18,0.21,6,16,0.70,13,19
2018-04-01,17,0.35,8,17,0.23,9,15,0.70,10,18
2018-04-01,18,0.36,7,17,0.26,11,14,0.69,9,17
2018-04-01,19,0.36,8,17,0.27,11,15,0.69,13,16
2018-04-01,20,0.35,11,17,0.29,10,15,0.68,15,17
2018-04-01,21,0.33,11,18,0.30,12,15,0.67,15,17
2018-04-01,22,0.32,13,18,0.33,10,15,0.68,15,17
2018-04-01,23,0.32,11,18,0.37,13,16,0.69,15,18
2018-04-01,24,0.31,9,19,0.40,13,16,0.68,13,18
2018-04-02,1,0.31,8,19,0.41,13,17,0.67,13,18
2018-04-02,2,0.31,8,20,0.39,11,17,0.67,11,19
2018-04-02,3,0.30,9,21,0.38,12,18,0.67,9,19
2018-04-02,4,0.28,8,21,0.36,10,19,0.66,9,20
2018-04-02,5,0.27,7,22,0.33,11,19,0.65,10,20
2018-04-02,6,0.25,8,23,0.31,12,20,0.62,8,21
2018-04-02,7,0.24,11,24,0.27,12,21,0.60,11,22
2018-04-02,8,0.23,11,24,0.22,11,22,0.60,10,22
2018-04-02,9,0.23,10,24,0.20,12,22,0.60,9,23
2018-04-02,10,0.22,9,25,0.19,12,22,0.60,10,23
2018-04-02,11,0.23,8,24,0.18,11,23,0.62,9,22
2018-04-02,12,0.24,9,25,0.16,7,23,0.63,11,22
2018-04-02,13,0.25,10,25,0.16,7,23,0.64,10,23
2018-04-02,14,0.26,8,25,0.14,6,24,0.65,10,24
2018-04-02,15,0.27,8,25,0.13,8,24,0.66,11,24
2018-04-02,16,0.29,10,26,0.12,8,25,0.67,11,24
2018-04-02,17,0.29,8,27,0.11,8,25,0.67,12,25
2018-04-02,18,0.30,9,28,0.09,8,26,0.68,11,26
2018-04-02,19,0.31,9,28,0.09,10,26,0.68,14,26
2018-04-02,20,0.31,12,28,0.09,11,26,0.68,13,26
2018-04-02,21,0.32,10,28,0.09,11,26,0.69,13,25
2018-04-02,22,0.32,11,28,0.08,8,26,0.68,12,25
2018-04-02,23,0.32,13,27,0.07,9,25,0.68,10,25
2018-04-02,24,0.34,16,27,0.07,11,25,0.67,14,25
2018-04-03,1,0.35,16,27,0.08,12,25,0.67,19,25
2018-04-03,2,0.36,17,27,0.10,13,25,0.67,21,24
2018-04-03,3,0.38,17,27,0.12,13,24,0.67,22,24
2018-04-03,4,0.37,18,27,0.14,16,24,0.67,20,24
2018-04-03,5,0.38,18,27,0.16,17,24,0.67,17,24
2018-04-03,6,0.39,19,28,0.21,18,24,0.69,18,25
2018-04-03,7,0.41,20,28,0.28,20,24,0.71,17,25
2018-04-03,8,0.47,23,29,0.41,28,25,0.78,21,26
2018-04-03,9,0.52,25,30,0.52,32,26,0.84,21,27
2018-04-03,10,0.56,25,31,0.60,26,28,0.87,20,28
2018-04-03,11,0.57,21,32,0.67,25,28,0.89,19,29
2018-04-03,12,0.58,21,33,0.73,21,29,0.88,12,28
2018-04-03,13,0.59,17,32,0.76,16,29,0.88,16,27
2018-04-03,14,0.59,11,32,0.76,14,29,0.86,14,27
2018-04-03,15,0.57,13,31,0.75,14,29,0.84,17,26
2018-04-03,16,0.51,16,30,0.69,14,29,0.81,24,26
2018-04-03,17,0.46,18,29,0.62,15,28,0.78,21,26
2018-04-03,18,0.43,20,30,0.59,17,28,0.75,17,26
2018-04-03,19,0.44,21,30,0.57,18,28,0.74,17,27
2018-04-03,20,0.45,20,29,0.55,20,28,0.76,21,27
2018-04-03,21,0.46,18,29,0.56,18,28,0.78,20,27
2018-04-03,22,0.47,17,29,0.57,16,28,0.79,18,28
2018-04-03,23,0.47,15,29,0.58,15,28,0.81,19,28
2018-04-03,24,0.47,14,28,0.55,15,27,0.79,17,28
2018-04-04,1,0.45,11,28,0.50,12,27,0.77,16,27
2018-04-04,2,0.42,8,27,0.45,10,27,0.75,16,27
2018-04-04,3,0.38,7,26,0.39,10,27,0.73,12,27
2018-04-04,4,0.34,7,26,0.32,8,27,0.71,14,27
2018-04-04,5,0.30,9,25,0.26,7,26,0.68,15,27
2018-04-04,6,0.29,15,24,0.20,9,25,0.68,17,26
2018-04-04,7,0.32,18,24,0.15,12,25,0.68,17,26
2018-04-04,8,0.38,21,23,0.12,15,24,0.72,21,25
2018-04-04,9,0.42,18,22,0.11,15,22,0.75,17,26
2018-04-04,10,0.45,16,20,0.10,16,21,0.78,18,25
2018-04-04,11,0.49,16,19,0.11,15,20,0.80,19,25
2018-04-04,12,0.53,s/d,18,0.12,13,19,0.83,19,26
2018-04-04,13,0.56,s/d,18,0.15,20,20,0.84,15,27
2018-04-04,14,0.57,12,19,0.19,19,20,0.84,12,27
2018-04-04,15,0.53,14,18,0.23,16,20,0.83,15,28
2018-04-04,16,0.46,15,18,0.28,19,20,0.80,17,28
2018-04-04,17,0.43,18,18,0.33,23,20,0.78,19,29
2018-04-04,18,0.42,21,18,0.36,25,20,0.78,22,30
2018-04-04,19,0.49,29,17,0.43,25,20,0.80,28,34
2018-04-04,20,0.52,30,18,0.48,24,21,0.82,24,35
2018-04-04,21,0.56,27,18,0.51,23,21,0.84,22,36
2018-04-04,22,0.59,27,18,0.53,24,21,0.87,22,36
2018-04-04,23,0.61,25,19,0.53,23,22,0.88,20,36
2018-04-04,24,0.62,21,19,0.49,18,22,0.87,19,36
2018-04-05,1,0.62,18,18,0.46,13,21,0.87,16,36
2018-04-05,2,0.61,23,19,0.44,15,21,0.85,17,36
2018-04-05,3,0.53,21,19,0.37,14,22,0.82,18,36
2018-04-05,4,0.47,10,19,0.32,11,21,0.79,17,36
2018-04-05,5,0.42,12,19,0.28,8,21,0.75,19,37
2018-04-05,6,0.37,15,19,0.24,9,21,0.73,19,38
2018-04-05,7,0.36,20,19,0.22,14,21,0.75,25,40
2018-04-05,8,0.39,22,19,0.23,19,21,0.80,26,42
2018-04-05,9,0.44,24,19,0.24,17,21,0.83,25,43
2018-04-05,10,0.49,24,20,0.25,14,21,0.86,22,45
2018-04-05,11,0.54,23,20,0.27,13,21,0.89,27,46
2018-04-05,12,0.58,24,20,0.29,15,20,0.93,26,48
2018-04-05,13,0.63,26,21,0.31,13,20,0.97,27,50
2018-04-05,14,0.66,23,22,0.32,11,20,0.99,26,52
2018-04-05,15,0.67,22,23,0.32,13,21,1.01,32,53
2018-04-05,16,0.66,26,24,0.32,17,21,0.99,31,53
2018-04-05,17,0.64,28,24,0.31,18,22,0.96,29,54
2018-04-05,18,0.62,30,24,0.31,23,22,0.97,34,55
2018-04-05,19,0.63,32,25,0.35,32,22,0.99,33,52
2018-04-05,20,0.67,39,26,0.37,33,23,1.03,37,52
2018-04-05,21,0.75,39,27,0.44,37,23,1.03,32,53
2018-04-05,22,0.86,38,28,0.53,36,25,1.04,32,53
2018-04-05,23,0.94,39,29,0.59,31,25,1.02,35,53
2018-04-05,24,0.98,36,30,0.63,29,26,1.01,27,54
2018-04-06,1,0.95,14,33,0.65,20,28,0.98,13,56
2018-04-06,2,0.91,9,34,0.66,12,29,0.94,10,57
2018-04-06,3,0.85,7,35,0.62,12,30,0.87,9,57
2018-04-06,4,0.75,8,36,0.58,9,32,0.79,9,58
2018-04-06,5,0.62,5,37,0.50,9,32,0.75,11,58
2018-04-06,6,0.47,8,37,0.42,10,33,0.72,14,56
2018-04-06,7,0.36,11,37,0.36,12,34,0.69,16,55
2018-04-06,8,0.29,17,38,0.33,18,34,0.68,19,53
2018-04-06,9,0.29,19,38,0.34,24,35,0.68,18,51
2018-04-06,10,0.32,19,38,0.36,24,36,0.68,17,49
2018-04-06,11,0.35,19,38,0.38,23,37,0.69,18,48
2018-04-06,12,0.40,19,37,0.40,24,38,0.70,16,46
2018-04-06,13,0.41,19,38,s/d,s/d,39,0.71,16,43
2018-04-06,14,0.45,19,37,s/d,21,39,0.71,15,40
2018-04-06,15,0.48,17,36,s/d,21,39,0.70,14,38
